,City          
6095,Chicago       
6096,Atlanta       
6097,Chicago       
6098,Houston       
6099,Los Angeles   
6100,Los Angeles   
6101,New York      
6102,Houston       
6103,Atlanta       
6104,Los Angeles   
6105,Los Angeles   
6106,Houston       
6107,Miami         
6108,New York      
6109,Chicago       
6110,San Francisco 
6111,Houston       
6112,New York      
6113,Seattle       
6114,Seattle       
6115,Chicago       
6116,Seattle       
6117,New York      
6118,Miami         
6119,Houston       
6120,Seattle       
6121,Chicago       
6122,Atlanta       
6123,Houston       
6124,Atlanta       
6125,Boston        
6126,Miami         
6127,San Francisco 
6128,Dallas        
6129,Los Angeles   
6130,Seattle       
6131,Chicago       
6132,New York      
6133,Atlanta       
6134,San Francisco 
6135,Chicago       
6136,Seattle       
6137,New York      
6138,Boston        
6139,San Francisco 
6140,Seattle       
6141,Chicago       
6142,New York      
6143,Miami         
6144,New York      
6145,San Francisco 
6146,Atlanta       
6147,Atlanta       
6148,New York      
6149,New York      
6150,New York      
6151,New York      
6152,Dallas        
6153,Seattle       
6154,San Francisco 
6155,Seattle       
6156,Los Angeles   
6157,Miami         
6158,New York      
6159,Los Angeles   
6160,San Francisco 
6161,Boston        
6162,New York      
6163,San Francisco 
6164,Atlanta       
6165,New York      
6166,Seattle       
6167,Los Angeles   
6168,Seattle       
6169,Dallas        
6170,Miami         
6171,Boston        
6172,Houston       
6173,New York      
6174,Boston        
6175,San Francisco 
6176,Houston       
6177,New York      
6178,Boston        
6179,Los Angeles   
6180,Seattle       
6181,Seattle       
6182,New York      
6183,Boston        
6184,Los Angeles   
6185,Dallas        
6186,New York      
6187,San Francisco 
6188,Miami         
6189,Seattle       
6190,Atlanta       
6191,Chicago       
6192,Boston        
6193,New York      
6194,Atlanta       
6195,New York      
6196,Dallas        
6197,Atlanta       
6198,San Francisco 
6199,New York      
6200,Houston       
6201,New York      
6202,Houston       
6203,Houston       
6204,Houston       
6205,Dallas        
6206,Seattle       
6207,Houston       
6208,Atlanta       
6209,Los Angeles   
6210,Seattle       
6211,New York      
6212,Boston        
6213,Houston       
6214,Seattle       
6215,San Francisco 
6216,Miami         
6217,Houston       
6218,Los Angeles   
6219,Seattle       
6220,Chicago       
6221,Dallas        
6222,Seattle       
6223,Boston        
6224,Houston       
6225,Houston       
6226,Dallas        
6227,Chicago       
6228,Dallas        
6229,Los Angeles   
6230,Boston        
6231,Houston       
6232,Houston       
6233,Boston        
6234,Miami         
6235,Houston       
6236,Los Angeles   
6237,San Francisco 
6238,Boston        
6239,Los Angeles   
6240,Atlanta       
6241,Houston       
6242,San Francisco 
6243,Dallas        
6244,New York      
6245,Miami         
6246,Boston        
6247,Los Angeles   
6248,Atlanta       
6249,Los Angeles   
6250,Dallas        
6251,San Francisco 
6252,Atlanta       
6253,Atlanta       
6254,Seattle       
6255,Los Angeles   
6256,Atlanta       
6257,Dallas        
6258,Dallas        
6259,Seattle       
6260,Boston        
6261,San Francisco 
6262,Dallas        
6263,Chicago       
6264,Los Angeles   
6265,Atlanta       
6266,Miami         
6267,Seattle       
6268,Los Angeles   
6269,Chicago       
6270,Atlanta       
6271,Seattle       
6272,Dallas        
6273,New York      
6274,New York      
6275,Atlanta       
6276,San Francisco 
6277,Dallas        
6278,Seattle       
6279,Boston        
6280,Chicago       
6281,Los Angeles   
6282,Seattle       
6283,Atlanta       
6284,San Francisco 
6285,Chicago       
6286,Houston       
6287,San Francisco 
6288,Los Angeles   
6289,Miami         
6290,Seattle       
6291,San Francisco 
6292,Houston       
6293,Houston       
6294,Chicago       
6295,Los Angeles   
6296,New York      
6297,Boston        
6298,Atlanta       
6299,Chicago       
6300,Los Angeles   
6301,Boston        
6302,Atlanta       
6303,Dallas        
6304,Dallas        
6305,Seattle       
6306,Seattle       
6307,Chicago       
6308,Miami         
6309,New York      
6310,Houston       
6311,Miami         
6312,Atlanta       
6313,Miami         
6314,New York      
6315,Los Angeles   
6316,Seattle       
6317,Dallas        
6318,Miami         
6319,Boston        
6320,San Francisco 
6321,Los Angeles   
6322,Los Angeles   
6323,Chicago       
6324,Dallas        
6325,Atlanta       
6326,Houston       
6327,Boston        
6328,Boston        
6329,Boston        
6330,Boston        
6331,Houston       
6332,Chicago       
6333,Atlanta       
6334,San Francisco 
6335,Los Angeles   
6336,Houston       
6337,Seattle       
6338,Dallas        
6339,Atlanta       
6340,Chicago       
6341,Atlanta       
6342,Seattle       
6343,Seattle       
6344,Chicago       
6345,Miami         
6346,New York      
6347,Houston       
6348,Chicago       
6349,Dallas        
6350,Dallas        
6351,Houston       
6352,Seattle       
6353,San Francisco 
6354,San Francisco 
6355,Miami         
6356,Atlanta       
6357,San Francisco 
6358,San Francisco 
6359,San Francisco 
6360,Dallas        
6361,New York      
6362,Chicago       
6363,Atlanta       
6364,San Francisco 
6365,Los Angeles   
6366,Chicago       
6367,Houston       
6368,Seattle       
6369,San Francisco 
6370,New York      
6371,Miami         
6372,Houston       
6373,Chicago       
6374,Atlanta       
6375,Dallas        
6376,Los Angeles   
6377,Seattle       
6378,Houston       
6379,Boston        
6380,Los Angeles   
6381,Chicago       
6382,Dallas        
6383,Atlanta       
6384,Boston        
6385,Boston        
6386,Houston       
6387,San Francisco 
6388,Los Angeles   
6389,Miami         
6390,Chicago       
6391,Atlanta       
6392,Miami         
6393,Chicago       
6394,Dallas        
6395,Seattle       
6396,Los Angeles   
6397,Houston       
6398,San Francisco 
6399,Atlanta       
6400,New York      
6401,Atlanta       
6402,Boston        
6403,Dallas        
6404,New York      
6405,Boston        
6406,Boston        
6407,New York      
6408,Chicago       
6409,Miami         
6410,Miami         
6411,Dallas        
6412,San Francisco 
6413,San Francisco 
6414,San Francisco 
6415,Los Angeles   
6416,Atlanta       
6417,Dallas        
6418,Boston        
6419,New York      
6420,Chicago       
6421,Houston       
6422,Chicago       
6423,Houston       
6424,Dallas        
6425,Seattle       
6426,Chicago       
6427,Miami         
6428,Los Angeles   
6429,New York      
6430,Boston        
6431,San Francisco 
6432,New York      
6433,Houston       
6434,Houston       
6435,Los Angeles   
6436,Chicago       
6437,Boston        
6438,New York      
6439,Dallas        
6440,San Francisco 
6441,Atlanta       
6442,Miami         
6443,Dallas        
6444,Atlanta       
6445,New York      
6446,Dallas        
6447,Seattle       
6448,Dallas        
6449,Atlanta       
6450,Atlanta       
6451,Los Angeles   
6452,Dallas        
6453,Miami         
6454,Los Angeles   
6455,Atlanta       
6456,Houston       
6457,Dallas        
6458,Los Angeles   
6459,Chicago       
6460,Seattle       
6461,Chicago       
6462,Seattle       
6463,Dallas        
6464,Los Angeles   
6465,Atlanta       
6466,Boston        
6467,New York      
6468,Dallas        
6469,Atlanta       
6470,Dallas        
6471,New York      
6472,San Francisco 
6473,Boston        
6474,Houston       
6475,Chicago       
6476,New York      
6477,Miami         
6478,Miami         
6479,Atlanta       
6480,Houston       
6481,Miami         
6482,Seattle       
6483,San Francisco 
6484,Houston       
6485,San Francisco 
6486,Chicago       
6487,Los Angeles   
6488,Boston        
6489,Houston       
6490,New York      
6491,San Francisco 
6492,Houston       
6493,Seattle       
6494,Chicago       
6495,Boston        
6496,Chicago       
6497,Atlanta       
6498,Houston       
6499,Los Angeles   
6500,Chicago       
6501,Los Angeles   
6502,Boston        
6503,Seattle       
6504,Miami         
6505,Chicago       
6506,Miami         
6507,Chicago       
6508,New York      
6509,Dallas        
6510,Boston        
6511,Atlanta       
6512,Chicago       
6513,Chicago       
6514,Houston       
6515,Los Angeles   
6516,Houston       
6517,New York      
6518,Atlanta       
6519,Dallas        
6520,Seattle       
6521,Los Angeles   
6522,Chicago       
6523,Atlanta       
6524,Seattle       
6525,Chicago       
6526,San Francisco 
6527,Chicago       
6528,Los Angeles   
6529,Houston       
6530,Los Angeles   
6531,Los Angeles   
6532,Los Angeles   
6533,Chicago       
6534,New York      
6535,Chicago       
6536,Boston        
6537,Los Angeles   
6538,Atlanta       
6539,Seattle       
6540,Seattle       
6541,New York      
6542,Boston        
6543,Los Angeles   
6544,Los Angeles   
6545,Houston       
6546,Dallas        
6547,Los Angeles   
6548,Boston        
6549,Chicago       
6550,Chicago       
6551,Atlanta       
6552,Seattle       
6553,Chicago       
6554,Chicago       
6555,Boston        
6556,Boston        
6557,Seattle       
6558,Boston        
6559,Miami         
6560,Miami         
6561,Dallas        
6562,New York      
6563,New York      
6564,Seattle       
6565,Miami         
6566,Boston        
6567,Dallas        
6568,Boston        
6569,Boston        
6570,Houston       
6571,New York      
6572,New York      
6573,Los Angeles   
6574,Boston        
6575,New York      
6576,Miami         
6577,New York      
6578,Boston        
6579,Dallas        
6580,San Francisco 
6581,Miami         
6582,New York      
6583,Dallas        
6584,New York      
6585,San Francisco 
6586,Los Angeles   
6587,Atlanta       
6588,New York      
6589,Chicago       
6590,Boston        
6591,Chicago       
6592,Chicago       
6593,Boston        
6594,Seattle       
6595,Los Angeles   
6596,Atlanta       
6597,Miami         
6598,New York      
6599,Los Angeles   
6600,Seattle       
6601,Los Angeles   
6602,Dallas        
6603,Houston       
6604,Houston       
6605,Los Angeles   
6606,Houston       
6607,Atlanta       
6608,Miami         
6609,Atlanta       
6610,Chicago       
6611,Chicago       
6612,Miami         
6613,Los Angeles   
6614,New York      
6615,Los Angeles   
6616,Dallas        
6617,Miami         
6618,Dallas        
6619,Boston        
6620,Los Angeles   
6621,Seattle       
6622,Houston       
6623,San Francisco 
6624,Seattle       
6625,Boston        
6626,Los Angeles   
6627,Seattle       
6628,Dallas        
6629,Houston       
6630,Atlanta       
6631,Seattle       
6632,Los Angeles   
6633,Atlanta       
6634,Dallas        
6635,Los Angeles   
6636,Dallas        
6637,Miami         
6638,Seattle       
6639,Chicago       
6640,Los Angeles   
6641,Miami         
6642,Houston       
6643,New York      
6644,Los Angeles   
6645,Los Angeles   
6646,Boston        
6647,Atlanta       
6648,Chicago       
6649,Boston        
6650,Miami         
6651,Chicago       
6652,Houston       
6653,Boston        
6654,San Francisco 
6655,San Francisco 
6656,Dallas        
6657,Boston        
6658,Miami         
6659,Los Angeles   
6660,Houston       
6661,New York      
6662,Miami         
6663,Seattle       
6664,Dallas        
6665,Chicago       
6666,Atlanta       
6667,Atlanta       
6668,Miami         
6669,Miami         
6670,San Francisco 
6671,Dallas        
6672,Miami         
6673,Miami         
6674,Houston       
6675,Seattle       
6676,Chicago       
6677,Miami         
6678,Atlanta       
6679,Chicago       
6680,Houston       
6681,Miami         
6682,San Francisco 
6683,New York      
6684,Boston        
6685,Boston        
6686,Dallas        
6687,Boston        
6688,Atlanta       
6689,Chicago       
6690,Los Angeles   
6691,Atlanta       
6692,Chicago       
6693,Los Angeles   
6694,Boston        
6695,Atlanta       
6696,Boston        
6697,Seattle       
6698,Atlanta       
6699,New York      
6700,Houston       
6701,Seattle       
6702,Dallas        
6703,Miami         
6704,Houston       
6705,Los Angeles   
6706,Boston        
6707,Seattle       
6708,Chicago       
6709,Chicago       
6710,Dallas        
6711,Seattle       
6712,Los Angeles   
6713,Miami         
6714,Miami         
6715,Miami         
6716,Seattle       
6717,Atlanta       
6718,Dallas        
6719,Chicago       
6720,New York      
6721,New York      
6722,Miami         
6723,Los Angeles   
6724,Los Angeles   
6725,Seattle       
6726,Boston        
6727,Houston       
6728,Houston       
6729,Los Angeles   
6730,Seattle       
6731,Dallas        
6732,Boston        
6733,Chicago       
6734,Miami         
6735,Boston        
6736,San Francisco 
6737,Atlanta       
6738,Seattle       
6739,Dallas        
6740,Seattle       
6741,Miami         
6742,Dallas        
6743,Houston       
6744,New York      
6745,Los Angeles   
6746,Los Angeles   
6747,Atlanta       
6748,Atlanta       
6749,Los Angeles   
6750,Houston       
6751,Seattle       
6752,Seattle       
6753,San Francisco 
6754,Miami         
6755,Miami         
6756,Boston        
6757,Miami         
6758,Dallas        
6759,New York      
6760,Houston       
6761,Miami         
6762,San Francisco 
6763,Chicago       
6764,Houston       
6765,San Francisco 
6766,Houston       
6767,Los Angeles   
6768,Seattle       
6769,Seattle       
6770,Seattle       
6771,Houston       
6772,Atlanta       
6773,Dallas        
6774,Houston       
